time,type,traffic_flow
61.1,TCP,910762
61.2,TCP,970304
61.3,TCP,688774
61.4,TCP,970268
61.5,TCP,742372
61.6,TCP,795754
61.7,TCP,756916
61.8,TCP,945652
61.9,TCP,1038798
62.0,TCP,927072
62.1,TCP,996402
62.2,TCP,1007582
62.3,TCP,1195216
62.4,TCP,989866
62.5,TCP,1007978
62.6,TCP,997258
62.7,TCP,839552
62.8,TCP,681580
62.9,TCP,568721
63.0,TCP,3639
63.1,TCP,419
65.7,TCP,2292
65.8,TCP,189881
65.9,TCP,1003736
66.0,TCP,868446
66.1,TCP,794098
66.2,TCP,770160
66.3,TCP,650388
66.4,TCP,610544
66.5,TCP,561096
66.6,TCP,766308
66.7,TCP,661174
66.8,TCP,689948
66.9,TCP,732476
67.0,TCP,941242
67.1,TCP,982574
67.2,TCP,1041046
67.3,TCP,906586
67.4,TCP,1104198
67.5,TCP,910584
67.6,TCP,875894
67.7,TCP,1101798
67.8,TCP,1186710
67.9,TCP,654470
68.0,TCP,64419
68.1,TCP,1861
70.1,TCP,162
70.7,TCP,45957
70.8,TCP,849582
70.9,TCP,661252
71.0,TCP,645908
71.1,TCP,697679
71.2,TCP,715440
71.3,TCP,849010
71.4,TCP,789676
71.5,TCP,703636
71.6,TCP,695382
71.7,TCP,742218
71.8,TCP,699576
71.9,TCP,742472
72.0,TCP,648342
72.1,TCP,838946
72.2,TCP,792850
72.3,TCP,740118
72.4,TCP,818680
72.5,TCP,992290
72.6,TCP,726440
72.7,TCP,704438
72.8,TCP,795630
72.9,TCP,859584
73.0,TCP,986552
73.1,TCP,873162
73.2,TCP,57161
73.4,TCP,318
73.4,UDP,76
73.5,TCP,8915
73.5,UDP,156
73.6,TCP,2317
73.7,TCP,244
73.9,TCP,108
74.2,TCP,244
74.4,TCP,54
74.5,TCP,54
74.7,TCP,108
75.1,TCP,244
75.2,TCP,281
75.3,TCP,54
75.4,TCP,2907
75.5,TCP,108
75.7,TCP,2446
75.8,TCP,428951
75.9,TCP,576455
76.0,TCP,473878
76.1,TCP,463511
76.2,TCP,517184
76.3,TCP,500862
76.4,TCP,515970
76.5,TCP,571650
76.6,TCP,647328
76.7,TCP,566902
76.8,TCP,647800
76.9,TCP,758098
77.0,TCP,777682
77.1,TCP,782778
77.2,TCP,699118
77.3,TCP,889662
77.4,TCP,804922
77.5,TCP,745160
77.6,TCP,190944
77.7,TCP,307120
77.8,TCP,544936
77.9,TCP,595666
78.0,TCP,712635
78.1,TCP,763440
78.2,TCP,783552
78.3,TCP,798411
78.4,TCP,994951
78.5,TCP,715150
78.6,TCP,934264
78.7,TCP,285172
78.8,TCP,1873
