time,type,traffic_flow
82.5,TCP,344
82.5,UDP,2066
82.6,TCP,326
82.6,UDP,603
82.7,TCP,290
82.7,UDP,952
82.8,TCP,326
82.8,UDP,668
82.9,TCP,290
82.9,UDP,1990
83.0,TCP,326
83.0,UDP,458
83.1,TCP,290
83.1,UDP,870
83.2,TCP,326
83.2,UDP,621
83.3,TCP,364
83.3,UDP,2654
83.4,TCP,1017
83.4,UDP,819
83.5,TCP,4075
83.5,UDP,658
83.6,TCP,506
83.6,UDP,442
83.7,TCP,973
83.7,UDP,2010
83.8,TCP,3268
83.8,UDP,830
83.9,TCP,1359
83.9,UDP,1264
84.0,TCP,1203
84.0,UDP,862
84.1,TCP,4117
84.1,UDP,1828
84.2,TCP,506
84.2,UDP,819
84.3,TCP,973
84.3,UDP,439
84.4,TCP,2123
84.4,UDP,810
84.5,TCP,1038
84.5,UDP,2574
84.6,TCP,1199
84.6,UDP,876
84.7,TCP,4129
84.7,UDP,643
84.8,TCP,506
84.8,UDP,843
84.9,TCP,899
84.9,UDP,606
85.0,TCP,2177
85.0,UDP,1843
85.1,TCP,1158
85.1,UDP,785
85.2,TCP,1145
85.2,UDP,1289
85.3,TCP,3989
85.3,UDP,613
85.4,TCP,234
85.4,UDP,1334
85.5,TCP,105
85.5,UDP,795
85.6,TCP,740
85.6,UDP,571
85.7,TCP,2354
85.7,UDP,424
85.8,TCP,333
85.8,UDP,626
85.9,TCP,4290
85.9,UDP,97
86.0,TCP,162
86.1,TCP,285
86.2,TCP,686
86.2,UDP,361
86.3,TCP,2101
86.3,UDP,787
86.4,TCP,748
86.4,UDP,542
86.5,TCP,54
86.5,UDP,695
86.6,UDP,702
86.7,UDP,358
86.8,UDP,699
86.9,UDP,67
87.2,TCP,187
87.3,TCP,353
87.4,UDP,524
87.5,UDP,500
87.6,UDP,812
87.7,UDP,750
87.8,UDP,422
87.9,UDP,872
88.0,UDP,669
88.1,UDP,811
88.2,UDP,858
88.3,UDP,625
88.4,UDP,859
88.5,UDP,457
88.6,UDP,980
88.7,UDP,689
88.8,UDP,593
88.9,UDP,735
89.0,UDP,828
89.1,UDP,425
89.2,UDP,839
89.3,UDP,624
89.4,UDP,844
89.5,UDP,617
89.6,UDP,858
89.7,UDP,419
89.8,UDP,374
89.9,UDP,910
90.0,UDP,443
90.1,UDP,690
90.2,UDP,683
90.3,UDP,419
90.5,UDP,931
90.6,TCP,280
90.6,UDP,1067
90.7,TCP,1041
90.7,UDP,870
90.8,TCP,7645
90.8,UDP,412
90.9,TCP,1733
90.9,UDP,110
91.0,TCP,1255
91.0,UDP,455
91.1,TCP,16323
91.1,UDP,573
91.2,TCP,16914
91.2,UDP,532
91.3,TCP,324
91.3,UDP,567
91.4,TCP,74
91.4,UDP,973
91.5,TCP,691
91.5,UDP,395
91.6,TCP,4007
91.6,UDP,785
91.7,TCP,683
91.7,UDP,598
91.8,TCP,3208
91.8,UDP,110
91.9,TCP,942
91.9,UDP,863
92.0,TCP,745
92.0,UDP,709
92.1,TCP,3839
92.1,UDP,532
92.2,TCP,864
92.2,UDP,337
92.3,TCP,8437
92.4,TCP,1084
92.5,TCP,54
92.5,UDP,232
92.6,UDP,589
92.7,UDP,746
92.8,UDP,486
92.9,UDP,613
93.0,UDP,194
93.7,UDP,298
94.5,UDP,97
94.7,UDP,280
95.5,UDP,110
95.7,UDP,220
96.0,UDP,110
96.2,UDP,220
96.3,UDP,330
96.4,TCP,54
96.4,UDP,237
96.5,TCP,765
96.5,UDP,377
96.6,TCP,417
96.6,UDP,349
96.7,TCP,906
96.7,UDP,192
96.8,TCP,499
97.0,TCP,54
97.2,TCP,163
97.3,TCP,176
97.3,UDP,110
97.5,TCP,54
97.5,UDP,347
97.6,UDP,196
97.7,UDP,195
97.8,UDP,110
97.9,UDP,127
98.0,UDP,110
98.1,UDP,127
98.2,UDP,220
98.5,UDP,97
98.9,TCP,140
98.9,UDP,727
99.0,TCP,5388
99.1,TCP,707
99.1,UDP,220
99.2,TCP,8296
99.3,TCP,337
99.3,UDP,110
99.4,TCP,162
99.4,UDP,110
99.5,TCP,54
99.7,UDP,216
99.8,UDP,192
99.9,UDP,347
100.0,UDP,110
100.2,UDP,110
100.5,UDP,47
100.6,UDP,50
100.7,UDP,730
101.7,UDP,110
101.9,TCP,139
102.5,UDP,97
102.7,UDP,212
102.8,UDP,86
103.0,UDP,127
103.1,UDP,110
103.2,UDP,127
103.3,UDP,110
103.7,UDP,85
103.8,UDP,85
104.5,UDP,47
104.7,UDP,83
104.9,UDP,110
105.1,UDP,440
105.2,UDP,137
105.4,UDP,330
105.5,UDP,330
105.7,UDP,298
105.8,TCP,156
105.8,UDP,386
105.9,TCP,185
106.1,UDP,220
106.5,UDP,317
106.6,UDP,86
106.7,UDP,195
106.9,TCP,54
107.0,TCP,54
107.0,UDP,110
107.1,TCP,54
107.2,TCP,425
107.2,UDP,723
107.3,TCP,108
107.4,UDP,110
107.5,TCP,140
107.5,UDP,1896
107.6,TCP,679
107.6,UDP,159
107.7,TCP,3785
107.7,UDP,1550
107.8,TCP,180
107.8,UDP,173
107.9,TCP,683
107.9,UDP,363
108.0,TCP,1924
108.0,UDP,1031
108.1,TCP,1024
108.1,UDP,1524
108.2,TCP,1688
108.2,UDP,542
108.3,TCP,5142
108.3,UDP,180
108.4,TCP,718
108.4,UDP,90
108.5,TCP,1326
108.5,UDP,47
108.6,TCP,2102
108.6,UDP,156
108.7,TCP,802
108.7,UDP,302
108.8,TCP,54
109.0,UDP,381
109.1,TCP,85
109.1,UDP,606
109.7,UDP,170
109.8,UDP,510
109.9,UDP,400
110.0,UDP,1002
