time,type,traffic_flow
119.9,TCP,681930
120.0,TCP,668133
120.1,TCP,667593
120.2,TCP,720557
120.3,TCP,711347
120.4,TCP,657962
120.5,TCP,693505
120.6,TCP,698543
120.7,TCP,712084
120.8,TCP,691058
120.9,TCP,614876
121.0,TCP,745808
121.1,TCP,654717
121.2,TCP,511281
121.3,TCP,701828
121.4,TCP,673997
121.5,TCP,683782
121.6,TCP,688873
121.7,TCP,687694
121.8,TCP,690116
121.9,TCP,686054
122.0,TCP,691427
122.1,TCP,49189
122.2,TCP,419525
122.3,TCP,685835
122.4,TCP,683973
122.5,TCP,685157
122.6,TCP,681948
122.7,TCP,299677
122.9,TCP,1713
123.0,TCP,66
123.2,TCP,1077
123.3,TCP,66
123.4,TCP,222
123.5,TCP,66
124.5,TCP,468
124.6,TCP,396
126.6,TCP,1403
126.6,UDP,380
126.7,TCP,9493
126.8,TCP,2994
126.9,TCP,660
128.7,TCP,94
128.8,TCP,148
133.2,TCP,108
133.3,TCP,108
134.9,TCP,85
137.6,TCP,619
137.6,UDP,79
137.7,TCP,1584
137.7,UDP,114
137.8,TCP,809
137.9,TCP,1584
137.9,UDP,674
138.0,TCP,4231
138.1,TCP,4467
138.1,UDP,585
138.2,TCP,1347
138.3,TCP,408
138.4,TCP,1584
138.5,TCP,11282
138.6,TCP,762
138.7,TCP,2026
138.8,TCP,14698
138.9,TCP,198
139.1,TCP,74
139.1,UDP,275
139.2,TCP,731
139.3,TCP,5472
139.4,TCP,1715
139.5,TCP,1107
141.9,TCP,185
142.0,TCP,301
145.1,TCP,225
145.2,TCP,282
145.3,TCP,54
145.9,TCP,225
146.0,TCP,348
146.1,TCP,387
146.4,TCP,225
146.5,TCP,603
146.6,TCP,333
148.6,TCP,387
149.4,TCP,401
150.2,TCP,239
150.3,TCP,54
150.4,TCP,228
156.9,TCP,301
157.1,TCP,301
159.1,TCP,132
159.2,TCP,174
162.3,TCP,66
162.4,TCP,66
163.2,TCP,242
165.7,TCP,132
167.8,TCP,3128
167.8,UDP,386
167.9,TCP,4601
168.0,TCP,2878
168.1,TCP,950
168.2,TCP,2047
168.3,TCP,1555
170.6,TCP,193
170.7,TCP,54
173.7,TCP,94
173.8,TCP,148
177.6,TCP,278
177.7,TCP,216
181.5,TCP,576
182.1,TCP,156
182.2,TCP,132
186.9,TCP,94
187.0,TCP,148
187.1,TCP,54
189.0,TCP,96
189.1,TCP,150
189.2,TCP,54
200.8,TCP,96
200.9,TCP,204
201.2,TCP,216
205.0,TCP,387
205.1,TCP,54
205.9,TCP,540
205.9,UDP,725
206.0,TCP,8559
206.0,UDP,372
206.1,TCP,5721
206.1,UDP,158
206.2,TCP,398224
206.3,TCP,670198
206.4,TCP,658102
206.5,TCP,626938
206.6,TCP,664452
206.7,TCP,443183
206.8,TCP,766921
206.9,TCP,632162
207.0,TCP,738153
207.1,TCP,679322
207.2,TCP,712447
207.3,TCP,584568
207.4,TCP,479504
207.5,TCP,664856
207.6,TCP,701437
207.7,TCP,679305
207.8,TCP,709553
207.9,TCP,687263
208.0,TCP,576515
208.1,TCP,741973
208.2,TCP,705852
208.3,TCP,692770
208.4,TCP,675981
208.5,TCP,695709
208.6,TCP,514276
208.7,TCP,663889
208.8,TCP,702574
208.9,TCP,696803
209.0,TCP,697278
209.1,TCP,683797
209.2,TCP,674259
209.3,TCP,708048
209.4,TCP,674376
209.5,TCP,689180
209.6,TCP,681624
209.7,TCP,707454
209.8,TCP,687820
209.9,TCP,587396
210.0,TCP,674528
210.1,TCP,623936
210.2,TCP,577674
210.3,TCP,590035
210.4,TCP,661315
210.5,TCP,601846
210.6,TCP,701013
210.7,TCP,603801
210.8,TCP,685796
210.9,TCP,684492
211.0,TCP,550990
211.1,TCP,690574
211.2,TCP,642969
211.3,TCP,708575
211.4,TCP,508662
211.5,TCP,32514
211.6,TCP,639496
211.7,TCP,273778
211.8,TCP,503549
211.9,TCP,521869
212.0,TCP,503770
212.1,TCP,484249
212.2,TCP,396515
212.3,TCP,433611
212.4,TCP,435275
212.5,TCP,436368
212.6,TCP,274118
212.7,TCP,310346
212.8,TCP,454916
212.9,TCP,801836
213.0,TCP,667792
213.1,TCP,662306
213.2,TCP,657514
213.3,TCP,720662
213.4,TCP,610978
213.5,TCP,733104
213.6,TCP,529840
213.7,TCP,613924
213.8,TCP,793234
213.9,TCP,649637
214.0,TCP,581808
214.1,TCP,319028
214.2,TCP,54
214.3,TCP,312503
214.4,TCP,415010
214.5,TCP,594664
214.6,TCP,641382
214.7,TCP,725974
214.8,TCP,697265
214.9,TCP,633407
215.0,TCP,706642
215.1,TCP,640551
215.2,TCP,661837
215.3,TCP,668458
215.4,TCP,617857
215.5,TCP,540315
215.6,TCP,670236
215.7,TCP,630659
215.8,TCP,730018
215.9,TCP,768044
216.0,TCP,667275
216.1,TCP,688126
216.2,TCP,9108
216.3,TCP,364404
216.4,TCP,703818
216.5,TCP,650964
216.6,TCP,695996
216.7,TCP,679462
216.8,TCP,674936
216.9,TCP,658089
217.0,TCP,722130
217.1,TCP,695843
217.2,TCP,655597
217.3,TCP,718651
217.4,TCP,641077
217.5,TCP,181665
217.6,TCP,716086
217.7,TCP,691082
217.8,TCP,691097
217.9,TCP,693675
218.0,TCP,60204
218.1,TCP,334354
218.2,TCP,712121
218.3,TCP,694944
218.4,TCP,684996
218.5,TCP,665957
218.6,TCP,689404
218.7,TCP,695477
218.8,TCP,669343
218.9,TCP,681012
219.0,TCP,648772
219.1,TCP,755480
219.2,TCP,670477
219.3,TCP,668403
219.4,TCP,704910
219.5,TCP,679548
219.6,TCP,308697
219.8,TCP,627198
219.9,TCP,683972
220.0,TCP,667496
220.1,TCP,694824
220.2,TCP,659816
220.3,TCP,731270
220.4,TCP,645845
220.5,TCP,559748
220.6,TCP,790405
220.7,TCP,729508
220.8,TCP,420100
220.9,TCP,685826
221.0,TCP,682638
221.1,TCP,738139
221.2,TCP,688405
221.3,TCP,673908
221.4,TCP,318744
227.5,TCP,1162
227.5,UDP,458
228.2,TCP,163
228.3,TCP,210
228.5,UDP,70
228.6,UDP,532
229.5,UDP,86
229.6,UDP,69
229.7,UDP,260
230.9,UDP,262
231.0,UDP,85
231.3,UDP,86
232.0,UDP,71
233.0,UDP,85
233.3,UDP,224
233.6,UDP,85
234.3,UDP,70
234.4,UDP,236
234.9,UDP,543
235.0,TCP,5857
235.0,UDP,4243
235.1,TCP,8996
235.1,UDP,1290
235.2,TCP,5175
235.2,UDP,680
235.3,TCP,1088
235.4,TCP,805
235.4,UDP,69
235.5,TCP,726
235.5,UDP,494
235.6,TCP,54
235.9,TCP,444
236.0,TCP,216
236.1,TCP,282
236.5,UDP,72
236.7,TCP,128
236.7,UDP,91
236.8,TCP,1379
236.9,TCP,54
237.0,TCP,54
237.1,TCP,228
237.3,UDP,86
237.4,TCP,54
237.8,UDP,270
238.5,TCP,282
238.6,TCP,162
238.7,TCP,54
238.9,UDP,261
239.0,TCP,54
239.1,TCP,54
239.4,TCP,174
239.9,UDP,74
240.0,UDP,274
240.1,TCP,240
240.1,UDP,973
240.2,TCP,145
240.4,TCP,54
240.7,TCP,453
240.8,TCP,3723
240.9,TCP,594
241.9,TCP,120
242.0,TCP,2435
242.0,UDP,252
242.1,TCP,2467
242.2,TCP,216
242.5,TCP,311
242.6,TCP,447
242.7,TCP,1498
243.0,TCP,54
243.2,TCP,54
243.7,TCP,174
244.0,UDP,84
244.1,UDP,84
245.0,TCP,54
245.0,UDP,168
245.1,TCP,54
245.1,UDP,247
246.0,TCP,54
246.4,TCP,2272
246.4,UDP,68
246.5,TCP,646793
246.6,TCP,726956
246.7,TCP,693074
246.8,TCP,679413
246.9,TCP,691087
246.9,UDP,147
247.0,TCP,694854
247.0,UDP,79
247.1,TCP,678075
247.2,TCP,686253
247.3,TCP,693756
247.4,TCP,689324
247.5,TCP,673115
247.6,TCP,693343
247.7,TCP,686868
247.8,TCP,686023
247.9,TCP,694309
248.0,TCP,639699
248.1,TCP,72132
248.9,TCP,120
249.1,TCP,108
249.4,TCP,108
249.6,TCP,108
249.9,TCP,54
250.2,TCP,54
250.3,TCP,599
250.4,TCP,4950
250.5,TCP,198
250.9,TCP,54
251.4,TCP,54
251.9,TCP,174
253.2,TCP,242
254.0,TCP,296
257.0,TCP,54
261.5,TCP,278
261.6,TCP,54
262.0,TCP,417
262.4,TCP,66
262.8,TCP,108
262.9,TCP,54
263.2,TCP,108
263.4,TCP,247
263.7,TCP,94
263.8,TCP,148
264.0,TCP,193
264.4,TCP,54
264.5,TCP,54
264.9,TCP,66
265.1,TCP,390
265.2,TCP,108
265.3,TCP,66
265.4,TCP,459
265.7,TCP,205
265.9,TCP,216
266.0,TCP,54
266.5,TCP,1003
266.6,TCP,264
267.0,TCP,457
267.5,TCP,108
267.6,UDP,72
267.7,UDP,368
267.8,TCP,509
268.2,TCP,1363
268.3,TCP,198
268.4,TCP,909
268.5,TCP,66
268.8,TCP,6563
268.8,UDP,440
268.9,TCP,252
269.1,TCP,9056
269.2,TCP,1830
269.2,UDP,536
269.3,TCP,4513
269.3,UDP,208
269.4,TCP,554
269.9,TCP,66
270.1,TCP,174
270.3,TCP,205
270.3,UDP,280
270.4,TCP,1141
270.5,TCP,18820
270.5,UDP,75
270.6,TCP,18271
270.6,UDP,1036
270.7,TCP,80821
270.8,TCP,51722
270.9,TCP,23772
270.9,UDP,72
271.0,TCP,2960
271.2,TCP,10235
271.3,TCP,64698
271.4,TCP,29055
271.5,TCP,15540
271.6,TCP,825
271.7,TCP,3373
271.9,TCP,66
272.2,TCP,74
272.2,UDP,284
272.3,TCP,16068
272.4,TCP,49868
272.7,TCP,5817
272.7,UDP,340
272.8,TCP,3127
272.8,UDP,74
272.9,TCP,6764
272.9,UDP,274
273.0,TCP,7822
273.1,TCP,5064
273.2,TCP,8747
273.2,UDP,74
273.3,UDP,244
273.9,TCP,54
274.1,TCP,149
274.3,TCP,438
274.3,UDP,318
274.4,TCP,7325
274.5,TCP,13146
274.6,TCP,5151
274.6,UDP,1048
274.7,TCP,23681
274.8,TCP,44077
274.9,TCP,27111
275.0,TCP,660
275.0,UDP,181
275.1,TCP,24665
275.2,TCP,28465
275.2,UDP,69
275.3,TCP,7633
275.3,UDP,551
275.4,TCP,13150
275.5,TCP,15259
275.5,UDP,71
275.6,TCP,28212
275.6,UDP,399
275.7,TCP,14556
275.7,UDP,379
275.8,TCP,751
276.0,UDP,82
276.3,TCP,264
276.5,TCP,264
276.7,TCP,66
276.8,TCP,2436
276.8,UDP,453
276.9,TCP,9705
276.9,UDP,73
277.0,TCP,83065
277.0,UDP,164
277.1,TCP,44030
277.1,UDP,367
